Gene	Score
ALKBH7	-0.48424719423480267
PANX2	-0.48408105568891824
PLA2G2F	-0.4837685617987123
ZNF318	-0.48348147526305607
C2CD3	-0.48342097495449887
MRPS26	-0.4833368218543079
EBF1	-0.48324466484836975
CEP120	-0.4832229615325553
KRT5	-0.4831992377355351
LRRC15	-0.4830752802115514
DBF4	-0.4829889913796287
SYK	-0.4829881998511643
IKZF1	-0.48283326077976796
MDH2	-0.4828016389727418
SALL2	-0.4823918325899246
CWF19L1	-0.4822564532052595
GRIN3A	-0.4822553850450487
RPP38	-0.48219672033483035
CA4	-0.4821753955248748
EXOSC10	-0.4821589473348576
GPN3	-0.4821325651214572
MAP1LC3A	-0.4821118695774325
NUDT8	-0.4820597246194467
C7orf25	-0.4817352634449341
GAS2L2	-0.48165681477298694
STK4	-0.4815424979195249
HARS2	-0.48141375528024305
PSMD4	-0.4813756355847086
TMEM42	-0.4813601840527436
PPHLN1	-0.4811410507615011
STAMBP	-0.48104375197057164
IGFBP2	-0.4810354665221918
CYP4X1	-0.4808374627926113
PIAS2	-0.48072904038605296
PCDHB15	-0.48072378508016406
HBP1	-0.48061234868133645
XK	-0.48057101941119595
PTPN12	-0.4801553351968508
HCRTR2	-0.4801478290335806
WNK4	-0.48010866009111414
TRADD	-0.4800444232144098
CHST8	-0.47998850484169714
BIRC2	-0.4798607505416215
CRKL	-0.4797256149968927
MGAT1	-0.4797098052248644
PIK3R5	-0.47952351576635965
MMAB	-0.47939267112383244
COL7A1	-0.4793924466449487
MAEL	-0.4791596567838131
TICAM1	-0.47908536402910185
PKN1	-0.4790096099299036
EHBP1	-0.47867032245142127
TIMM22	-0.4785351700785449
NME1	-0.47846763068546433
XRRA1	-0.47827508576227945
DNMBP	-0.4781308946155128
HIGD2A	-0.4780083545766017
SYT17	-0.4779361011570468
CCDC43	-0.47784708678612925
CXCR5	-0.47777361229512105
COL2A1	-0.4776086870555113
C3orf18	-0.477596723709251
BOP1	-0.4775626971688919
RBM4B	-0.4775265226841544
CORT	-0.477507031698631
GINS3	-0.477377462601349
OPRL1	-0.4773620298099843
SLC25A26	-0.47729577437559734
IL36RN	-0.47712572986059026
SF3B1	-0.47710517574380074
CCR9	-0.4770912057926841
PPP1R2	-0.47697399036962373
TIGD2	-0.4769357153523689
PAF1	-0.47667335811046435
COQ9	-0.4766360279342303
PITX2	-0.47658356750363273
BRME1	-0.4765693864469768
NANS	-0.4765448907101616
CCL21	-0.47644495930796427
ATP6V1G2	-0.47631857059563315
ARHGAP21	-0.47620115310532257
PPM1L	-0.47602028977201266
OR1S1	-0.4760116236074168
SLC6A18	-0.47577046830039443
RAB1B	-0.4757483909062792
MOSPD1	-0.47572895991644276
ZNF443	-0.47559236294127893
RPS16	-0.4754706264991293
TEX264	-0.4754700177583287
RPL14	-0.4752909553867785
TBPL2	-0.4751490849968898
ATP2A1	-0.4751467100261521
MMD2	-0.47508200558847696
OCIAD2	-0.474737042431318
RNF111	-0.4746880847980178
GPS1	-0.4746354873634896
MYBPC3	-0.47460589246476054
UBXN10	-0.4745932473610723
ASPM	-0.47458284572221804
APIP	-0.47447423359879315
CNGA4	-0.47442892364500466
BTF3L4	-0.4741561000648092
HNRNPK	-0.47411149247357587
ND5	-0.47397430112493977
HTR1B	-0.4738287784557827
NAT1	-0.4735880535497263
KCMF1	-0.4734962216183588
CACNG4	-0.4734651820870074
GNA11	-0.47333105343791915
KCTD15	-0.47325005538487747
PRR12	-0.47308971543201744
PPEF2	-0.4730870628995298
UBE2D1	-0.4730079419897778
UHRF2	-0.47292845481523954
MELK	-0.47291954797303215
HPGD	-0.4727848753163673
ACRBP	-0.4727432282361372
ATP6V0E2	-0.4726839663387761
PADI2	-0.47231396920425117
RASD2	-0.47224564222819554
GEMIN5	-0.47216066242751975
SCRN2	-0.4721379069491989
BIK	-0.47213225386533664
BMP10	-0.4719947642689034
WASF1	-0.47196001438226076
SPAG9	-0.47182020039942685
SPINK4	-0.4718049333744897
TAF12	-0.4716829909806565
ROR1	-0.47151952540015873
CD2BP2	-0.47141719662688925
GPR20	-0.4714077279158224
CTSA	-0.47137982217852026
TMED2	-0.4712159042181152
FAT3	-0.47119656057920195
ABHD4	-0.47116626820693464
PYGO1	-0.4711615427633439
AUP1	-0.4708304558435457
C3orf20	-0.4707245524659803
SPN	-0.47068372735378305
ATXN3	-0.4703296139026606
INPP5F	-0.47023829192963085
COPS8	-0.47006850853724114
GOT1L1	-0.46988151426205294
WNT3	-0.46987125354078796
CANX	-0.4698605016129489
KLHDC4	-0.4698086703610685
FLAD1	-0.46971145466744413
XKR7	-0.46967458158859793
KIF27	-0.4696050961401329
ZNHIT2	-0.46919028013080577
INPP5B	-0.468782286003511
CADM3	-0.4685583388098933
GRWD1	-0.46853744252887886
SUSD4	-0.4684148926008862
CASC3	-0.46830989434751963
CASKIN1	-0.46830206218701564
MRPS6	-0.46819077970651024
RNF44	-0.468155488213436
RAB11FIP3	-0.46794376243255764
GALNT6	-0.4679069975376339
POLA2	-0.46756787388630106
DENND5B	-0.4673007083951384
PTCD2	-0.466993547976171
UBXN11	-0.46685858099514255
GPAM	-0.4667000081127977
EFCAB6	-0.46644122851798947
TIAM2	-0.46617604144319563
BSN	-0.46592616487666855
RBL2	-0.4657550725773712
ADORA1	-0.46562249844996284
CYP4A11	-0.4655349790951293
BARHL2	-0.465455917525435
HHIP	-0.46540581809623766
STIP1	-0.46531047061809616
CCDC137	-0.46511121335873884
RHOD	-0.4650577221803429
SMC4	-0.4648275589367132
RCN1	-0.4645915686025109
PPP1R8	-0.46444486488703884
DIP2B	-0.46422706034706945
RPL12	-0.46418013169465594
CGN	-0.4641203559173213
SPACA3	-0.46392657170500146
SP8	-0.46365762099282654
MRPS2	-0.46355357146620346
GRHPR	-0.46354045275014033
UBE2M	-0.46335969169977576
RBBP7	-0.46315339514665155
ZNF804A	-0.46292013399894755
SACM1L	-0.46288838395340387
DIABLO	-0.4628484174526446
SLC16A14	-0.4628303649060597
AFMID	-0.4627950380137714
DDX25	-0.4627689749032208
NR2C1	-0.46276768743045327
PHF20L1	-0.46227053271874585
RNF121	-0.4622297170075969
IFT88	-0.4622295847240374
STAR	-0.46218236867387175
GRPEL2	-0.46211491078253075
IFNAR1	-0.4620707002864273
KCTD9	-0.4619764086528968
UGT2B28	-0.46193568624988407
NR1D1	-0.4619321596096103
DHX32	-0.46188185194947434
TMEM167A	-0.4618720900100821
SERPINF2	-0.4616971980874894
TMC4	-0.4616185846027796
RAB20	-0.4614737709740039
HSD3B1	-0.46101377294709317
TRIM27	-0.46084147509886303
RCE1	-0.4606674234267017
CPB2	-0.46064181779936875
TIMM50	-0.4606345678674285
TAF10	-0.46047824491191885
LRRC41	-0.4604099482635799
DCBLD2	-0.4603349919230225
TXNDC16	-0.4601423527925647
GPR151	-0.4600683854026289
C19orf47	-0.45995488469482665
GRAMD1A	-0.4599492973557044
E2F1	-0.4597262202885099
RIBC2	-0.4596987155406974
ZBTB22	-0.4596188862640237
SNAPC2	-0.45946072231409824
CLIP1	-0.4591481860870679
TAF1A	-0.4590228219526147
NDUFV2	-0.4588590665219963
CCR2	-0.4587596086324793
SH3BP5L	-0.4587520189184153
GZMH	-0.45864711603096
GNG5	-0.4586334361079434
TBC1D13	-0.45858500826695403
C1QBP	-0.45854226913275536
PUF60	-0.45848379604110034
DUS3L	-0.4583179385215685
IDH3B	-0.45829494471217364
CCL11	-0.45828866964774606
LIPF	-0.4581612598226951
EPS8L1	-0.45806173705873576
SF3A3	-0.4579269412011979
GJD4	-0.45790230055983183
FXYD1	-0.4578140272155222
PLA2G4B	-0.45748957230736415
TMEM63A	-0.4574750367581171
MCOLN3	-0.457261069398946
CNTNAP3	-0.45723013189019224
C12orf43	-0.4570877426410316
ACTR1B	-0.45698589815859664
NCOA2	-0.4569539809558983
FZD1	-0.4567065221901683
RTN4	-0.4566148665355091
ACO2	-0.45648959787346766
TGFBR3	-0.45645941550851016
MED10	-0.45645737972244715
SHBG	-0.456163721648609
ACSL4	-0.45596934757290336
EMILIN3	-0.45596897884965126
DHODH	-0.4559275070253648
LOC101929327	-0.4559236136048391
PCBD1	-0.4559184070383138
PRSS2	-0.4558828663861831
USP1	-0.45584828396564414
GPR12	-0.4557796546966005
TMEM37	-0.455644160525415
CLDN17	-0.45560119258669607
NGRN	-0.4552475723151679
MTMR11	-0.45517399656504687
ZNF711	-0.4551172151661385
SLC14A2	-0.454776017364849
TERF1	-0.4547683163943043
TEX14	-0.45467019187408136
LYNX1	-0.45462656223810477
NKX6-2	-0.45458954134199486
MRPL19	-0.45454472879935287
ENTPD5	-0.45431435117697827
AP1S1	-0.4540330150702974
UBE2J1	-0.45399638506640105
KCNH5	-0.4537496923077076
AEBP2	-0.4536275057448315
TK2	-0.4535678565695422
SLC12A3	-0.45353652111109244
CRTAM	-0.45351227388228615
APOA1	-0.453507448417972
SYT10	-0.4533383034396754
NCOA3	-0.4532895760558336
SLC34A3	-0.4532881693029823
NAIF1	-0.45325048747041596
ZNF580	-0.45322893749708526
JTB	-0.4531077979248193
MAGEB18	-0.45306164213404654
TRIM39	-0.4530480662567448
PHF21B	-0.4527388851169213
RAD9B	-0.452516968796374
RPA1	-0.45249968878370456
EFNB2	-0.45238935930998625
HDAC9	-0.45238011858029953
TMEM169	-0.452262635660518
FRS3	-0.45205207377069345
ANTXRL	-0.4520310420779193
SCMH1	-0.4519985907738537
GPX5	-0.45188281773754957
VRK1	-0.4518790568632041
ICMT	-0.451713939454248
LAIR1	-0.45155909694785645
CC2D1A	-0.45155566636520594
TNFRSF4	-0.4514314814923379
CYP4F22	-0.4511942766025305
TANC1	-0.45111383996928683
REPS1	-0.4510596579832594
ATG2A	-0.451012262133475
OR6A2	-0.45089958796631563
GRIN3B	-0.4508642308760707
LYAR	-0.4508642202593238
PGLS	-0.45078287050334404
SCARA3	-0.4507713255089583
PDZD8	-0.45058809777393966
TRNT1	-0.45046407459395377
BCS1L	-0.45041161723952833
FBXO16	-0.45017585277514993
ZIC2	-0.450160328179236
PREB	-0.4500412599374791
SLC30A3	-0.44998093247166315
BPHL	-0.4499505853709954
SPAST	-0.4497942369891438
MRPL45	-0.44970001461048137
RCHY1	-0.44965403340574556
NR2E1	-0.44953817151293746
STXBP2	-0.4495141355337095
INSL5	-0.44920416551271697
EPHB6	-0.449052799746879
NRSN1	-0.4489140382718372
KRT31	-0.4483678769741414
PCDHGB5	-0.4482331223448217
DRG2	-0.44818982079741204
SMCR8	-0.4480376847705806
PRKAR1A	-0.4480354721590247
RHOA	-0.44778374625753403
FABP3	-0.4477636360388051
MRPS7	-0.4477385248879258
RPTN	-0.44762164289660783
MCM2	-0.4475939343549468
RARA	-0.4475391954148954
UBAP2	-0.447499795057767
TNNT3	-0.44737201166460266
NUTF2	-0.4473027423356825
ITM2A	-0.44730260526055315
MOSPD2	-0.4471595560427428
SNX27	-0.44712865460324064
SLC25A21	-0.4471056805425346
TSEN2	-0.44708038103612896
DPYS	-0.44698710622868615
EIF2B3	-0.446722306365236
TAAR8	-0.4465248143398556
CRB1	-0.44638877868819915
AP3B1	-0.4463087938162979
TRIM28	-0.44618358859833335
ARFIP2	-0.44618235197411077
CAPN2	-0.4461782941572671
ZC3H6	-0.44610707899863
POLR3A	-0.44610447456779023
KIF17	-0.4460738914137844
PRKRA	-0.44605283609186935
ITIH2	-0.4460286961101603
KERA	-0.4460160791084585
XKR5	-0.4459123353482672
FAM120B	-0.44585413357717146
RNASEH2C	-0.44578862212894765
WASF3	-0.4455317855691862
FAM20A	-0.4453419774301925
WFIKKN1	-0.44533395834801914
CACNA1S	-0.4452112745830914
SYDE1	-0.44509250079760376
CHERP	-0.4448900148349799
COX19	-0.44477269816764164
GIPC3	-0.44475845709661693
RFXANK	-0.4447023140988667
NRK	-0.4445463143849775
ATG2B	-0.4444825218671844
IYD	-0.44435507301112853
EMILIN2	-0.44432515922328414
MRPS22	-0.4442367837907317
C18orf54	-0.4440608647299438
CAPNS1	-0.4439505519755346
NBEAL1	-0.4438469373528026
C1QTNF3	-0.44383766524250395
MED22	-0.44375382739393804
OTOS	-0.44361074533790473
KIF3C	-0.44352624025155085
NSUN2	-0.4434683100726479
PDS5A	-0.44336941722912787
ALG10	-0.4433004377159378
SIRT2	-0.4432103251247761
CNNM3	-0.4432014053903306
ITGA9	-0.4430820367668908
UBXN4	-0.44286892894195456
ABCG5	-0.4425454518145184
EIF3F	-0.4424494352256542
MRPL17	-0.44237395403214386
CDX1	-0.4421593719021074
SNX19	-0.4421159450932703
MRPS10	-0.44205668917025037
OR51F2	-0.4419978498186529
TREM2	-0.44185152829614405
TM4SF5	-0.4418017073560379
ANKRD34C	-0.44163524899832235
PCDHGA9	-0.4415821082077272
RDH5	-0.4415069160773846
RHOH	-0.4414847607628352
ZMIZ2	-0.4413077795725462
PANX3	-0.4412838094464138
NPFF	-0.44114930487283693
MORN5	-0.44114345666339505
RCAN2	-0.4411294975829974
TTC1	-0.4410701667786655
RORB	-0.4410666644215088
CTNNBL1	-0.4409074192903699
FOXK1	-0.44068580015977116
RNF11	-0.44057303682306836
RAB9B	-0.4405556048748579
AEN	-0.44048876918781193
MERTK	-0.4404060717274182
DENR	-0.4401319911619416
GRPR	-0.44005336149417684
KRT26	-0.4399833989530341
VAX2	-0.4399525232070187
GOLIM4	-0.439930435107719
ATMIN	-0.43988543192186075
PROK2	-0.4398223295886961
SCARF2	-0.4397503869211253
SMG6	-0.43969585889915563
SP9	-0.4393932813721423
NANOS2	-0.4393543864707875
GCNT2	-0.4391264355985689
LRCH1	-0.4390374033571591
CACNG1	-0.4390245050278674
GTPBP4	-0.4389102978151916
SLC25A18	-0.4389064139386845
MAP3K13	-0.4387897346049152
SERTAD1	-0.4386838837972867
LENG1	-0.43848565081556007
SPINK8	-0.43825826570295545
MDH1B	-0.43812202191235666
PDE6B	-0.43777974516374074
NFASC	-0.43774633279381114
NOL12	-0.43763514579243895
NR1I3	-0.4374260908371741
SAR1B	-0.437402940499587
F2RL2	-0.43726064412882887
DGCR2	-0.43714220177095925
UROC1	-0.43713073826316956
ACTN2	-0.4370677378765192
MLYCD	-0.43697604015565666
PSMA6	-0.43691171746082846
KLK5	-0.4366735126030555
BICD2	-0.43662072328998236
ATOH8	-0.43661355664315216
PTGES3	-0.43661117834462
MRPL46	-0.436390950702453
HNRNPF	-0.4363341380312236
CD4	-0.4361868689680706
BOLL	-0.4361703751071039
RNF182	-0.43616009544893625
RAC3	-0.43599259979701777
CRIM1	-0.4359218500716883
LGALS4	-0.4359012564541016
PTPRK	-0.43580031443297657
PDE6G	-0.435785418861244
HSF4	-0.435719639670547
FEV	-0.4356228685815563
OR8U1	-0.4351408555735593
CHORDC1	-0.43513824183914884
PPAT	-0.43496407718438695
ZMAT3	-0.43473379588730277
RNASE1	-0.43445085125152155
GABPA	-0.43443474822333505
VGF	-0.4344229459620012
COX2	-0.43437401664418795
NF1	-0.43434251505642335
ACE2	-0.43416071111983867
SYNPO	-0.4341479272748105
ACTA1	-0.4341453008683604
NOVA1	-0.43413553727602416
KCNJ5	-0.4340395315694892
DNAJC16	-0.43393272721619974
MSX1	-0.4339067977783077
DMRT2	-0.43362677897005264
CRADD	-0.4335590649123809
TNFSF15	-0.43350912898064115
ASB16	-0.43346887452923505
CUL7	-0.4332399889666081
HMX1	-0.4332347781460576
SEC23A	-0.4330842235207511
PSMA8	-0.43293715792859117
FAM160A2	-0.4328522446704886
PRODH2	-0.4328244654971581
MOS	-0.4328151405136512
MYBBP1A	-0.43281056330286904
PDCD11	-0.4327088653803853
JAKMIP1	-0.4326917151400055
IBTK	-0.43268784361389345
CNTN5	-0.43264438131261546
CCIN	-0.4323805550913606
ZNF385A	-0.4323678889280061
CCDC92	-0.43219825723509053
CPSF4L	-0.43219399127530034
WRNIP1	-0.43207984707370395
BARX2	-0.43188735781710114
ANGEL1	-0.4318119579576508
CARF	-0.4317670366033418
MYBL1	-0.4317583782983894
WNT5B	-0.4317340987678797
PLXNB1	-0.4317314672086611
RPSA	-0.4317177403183118
DHRS3	-0.43169475595313217
CSNK2B	-0.43169413235285936
TYMS	-0.43159504515595926
ABCA13	-0.4314570794432818
HCRT	-0.43142464278530585
ROPN1	-0.43124741687841656
NPPA	-0.4312436397234913
PPY	-0.43099921023418725
IFFO1	-0.43081395541159495
MRPL48	-0.4307163863327863
UBE2A	-0.43069749713591793
GSTP1	-0.43069308422691643
INA	-0.43062806233256423
SPAG8	-0.4305551675165423
CNTF	-0.4305529310180484
FGD4	-0.43045760196720967
BCAT2	-0.43018345716744394
SLC38A8	-0.4300274535527906
CCT2	-0.4299780942998806
HSPG2	-0.4299604397945003
TIMM8B	-0.4297506844439707
ZSWIM4	-0.4296761303873305
NOX3	-0.4296536054969578
GRP	-0.42958544019553657
RPGR	-0.42952423675150986
FBXL21P	-0.42948378975075907
NOMO1	-0.4294649170855591
PTGFR	-0.4294461952753673
HS3ST2	-0.4293624509485505
SLC12A4	-0.4292211787977742
ITGB8	-0.42918157401376605
UNC45B	-0.42911216433011573
TBX4	-0.42911095287004325
CPZ	-0.42901045903435925
WDR49	-0.42897141097337427
AASS	-0.42896613801528366
CYP24A1	-0.4287291693469526
CNGA3	-0.4285836111678886
HMCN1	-0.42841541244974946
SLC44A1	-0.42840997306029355
NHEJ1	-0.42838440632266134
CCDC6	-0.4282344516353448
CALB1	-0.42819427333685095
TJP3	-0.42807547224682146
WDR89	-0.4279749037706018
FANCD2	-0.4279011421911274
TTLL5	-0.42785055773443914
SEMA6D	-0.427787113630071
LDB2	-0.4277731739311554
ITPKA	-0.4277208807231185
TTC29	-0.4276656026928557
ULK4	-0.42751944151196536
COMMD2	-0.42748252321640723
OR5M9	-0.4274746013755137
CEP250	-0.4273444551294919
SERBP1	-0.4272034690406318
MARK3	-0.4270973539780193
TMCC1	-0.42707937056296036
MRO	-0.42690232002150813
NAT10	-0.4268945351762372
U2AF2	-0.42680679925117665
BTC	-0.4267943188005969
ERCC5	-0.4267217954545316
CTH	-0.4265971407753923
ADAMTS17	-0.42649408057727517
MED7	-0.4262353782714315
NLRC3	-0.4260775770788074
BAHD1	-0.4260275991016963
BBS7	-0.4259868669189683
C6orf118	-0.4259772153915835
SERTAD4	-0.42597342300963514
PLA2G4D	-0.4257112328857084
AP1G1	-0.4256932798626372
TRAPPC10	-0.42566670991288613
ZNF282	-0.42558217222454586
KLHL24	-0.42552006683642146
GALNT1	-0.42550292176462756
IRF4	-0.42547985768284535
IBSP	-0.4254730650332415
CC2D2A	-0.42546466526312304
TBPL1	-0.4254514164376201
ELOVL2	-0.4253916201299499
AKAP12	-0.42525651328107533
CRNKL1	-0.4251503530916961
NETO1	-0.4251086504768847
ARPC4	-0.4250865400510411
AEBP1	-0.4249535454147881
MAL	-0.4248842202648961
GTF3C2	-0.4247304863606292
PNPT1	-0.4247246529438062
IL11RA	-0.42458250220924315
CD300E	-0.42457937709819915
NPW	-0.42455115347168626
LRRC19	-0.4245485807307948
IFITM5	-0.42452346448991624
COL10A1	-0.4245060660173799
PSMG3	-0.4242432870834867
ASXL2	-0.42423791493834107
ZNF565	-0.42417654324499743
SLC25A10	-0.42417160580912544
LMBRD2	-0.4241182366273835
APCS	-0.424086745526849
ARHGEF19	-0.4240861689397838
PPP1CA	-0.42403812922657647
SAA1	-0.42403629383922375
LRRC28	-0.42397984333793287
RXFP4	-0.42379426632498307
TRIM59	-0.42368865006813405
RPL39	-0.4235918296583138
SERPINB4	-0.4235813108965642
CARD14	-0.42337709003783325
GRIP1	-0.4232332584948872
SLC5A7	-0.42322011488496303
SPATA21	-0.4231246659692582
TRAF6	-0.42301439687318276
CRYBA2	-0.42275243614010477
HORMAD2	-0.42265654323703944
CTNND1	-0.42258957601961616
SAMSN1	-0.42249884980465824
NDUFS1	-0.4224736583177989
ALB	-0.4224288625206423
DCDC2	-0.4223353144847043
GTPBP1	-0.4222306606333397
LMTK3	-0.42222072269829286
NUDT14	-0.4221898333308977
HAPLN4	-0.4221117771207481
ATP9B	-0.4221034523912075
FKBP8	-0.42180768452757256
C1QTNF1	-0.4217671054190104
IRAK2	-0.421693477119177
APOC4	-0.4216234834665166
E2F8	-0.42159303891262334
CNTNAP5	-0.4215545758207675
TXN2	-0.4214624245764321
TRIO	-0.42139876733216375
CUL1	-0.42130644617051843
SQSTM1	-0.42124752276371247
TEK	-0.4211693925761106
UNC119B	-0.4210547765112512
HOXA2	-0.4210455381328875
MYOG	-0.42102247791911046
TIPRL	-0.4208797680816689
ZNF35	-0.42076742832994324
CNFN	-0.4207270951650593
MTBP	-0.4206785175928118
FAR2	-0.4206533561975447
CHEK2	-0.42059525215691673
STX4	-0.42028787090788905
COL6A2	-0.4201962244320619
CSNK2A2	-0.42006057495636145
PIH1D1	-0.42005919295113947
SYP	-0.4198273790348732
PI4K2B	-0.41969510528582615
TTLL7	-0.4196747168326363
CYP4A22	-0.4196339683876557
NGLY1	-0.4195943293206205
UIMC1	-0.41955403669372676
UBIAD1	-0.4195008506938999
CPVL	-0.4192883729973109
NR4A3	-0.41925939924897804
BRD2	-0.4191270235985766
F8A1	-0.4190848349384067
TBXAS1	-0.41908349764848946
DHX34	-0.41907930182821984
HTR1F	-0.4190079031534885
ZWILCH	-0.41882279656327087
TRPC6	-0.41861239202412065
TBRG1	-0.4184968649075439
NCAN	-0.4184870829127051
YWHAH	-0.41834387418099295
KCNG4	-0.41834357741307393
CDK5RAP2	-0.4182039920322961
C12orf45	-0.4181563472332611
MIB2	-0.41805818569138214
C9orf116	-0.41805425718505784
CALCRL	-0.41803818153994393
COG7	-0.4180270630304381
CRP	-0.4179392913584374
CHRNA5	-0.41792691918724967
ELK4	-0.41787094664157753
DLGAP4	-0.41785189984392485
AARSD1	-0.4175636048057337
KIF4A	-0.41750590062765525
ZNF592	-0.4172901868020888
SLC16A11	-0.41717571216482247
ARL6IP4	-0.417154038553313
NDFIP1	-0.4171277400536997
TYMP	-0.4170946276782009
SPATS2	-0.4170620329301709
PRKAG2	-0.41704574644918524
UTP14C	-0.41704115209492987
MIXL1	-0.4170132272536774
NARS2	-0.41699123846265335
TATDN1	-0.4169848646295965
NRN1L	-0.4169653314539322
OR51E1	-0.416681471558894
PMFBP1	-0.4165538308113968
POU1F1	-0.416553419029434
WIPI2	-0.41650212389782126
MYF5	-0.41649662729304576
DSG3	-0.41634886253684683
CAP2	-0.4162440711142274
NMNAT1	-0.4160567624990347
USP8	-0.4160082281476821
ZNF112	-0.41598252290876747
FAIM2	-0.41594186670888
GKN2	-0.4159047190631699
SREBF1	-0.4158637383958624
GPC2	-0.41579365824028336
ZNF597	-0.41574486306982755
LRP10	-0.4157382756295873
RARS2	-0.41569810521414124
BMP5	-0.4156940647516808
MTMR6	-0.41559321607544325
ATAD3A	-0.41548602505794824
OR4L1	-0.41542512254854985
PIK3CB	-0.4152666394574817
MAP3K11	-0.41520625324811977
MAP6D1	-0.41515452022008803
CEACAM20	-0.415072258994808
BCAM	-0.41498217050757
ADAMTS3	-0.41497720519905645
CLDN19	-0.4147742474824457
IRX4	-0.41476917523535484
SEPHS2	-0.4147271135806035
UEVLD	-0.41471783295554776
PANK1	-0.41460657937594697
F2RL3	-0.4145551919836296
RCCD1	-0.4143966431839645
CXCL3	-0.4143521210234786
ITGA7	-0.41427302256299375
ARL6	-0.41415425226736924
ZRANB1	-0.414143416774009
ZPBP2	-0.41413087934421444
MYOC	-0.4140352596021384
MYO3B	-0.4137833965346936
CLNS1A	-0.4136655577981247
RNF41	-0.41364912698900325
ANLN	-0.4136123795620512
ZSCAN20	-0.4135527731100701
IGF2	-0.4135288893613986
SIGIRR	-0.41346979446387727
RAP1B	-0.41317616656484935
ALX3	-0.41304818745856836
VDAC3	-0.41291121803007164
SMYD5	-0.4128799844884734
SOHLH1	-0.41273935949036816
VPS37D	-0.412719094785828
SLC16A3	-0.4125777098555912
SLC25A46	-0.412574549862581
IPO8	-0.4124674966728318
COL9A3	-0.41246609053405026
SLCO1C1	-0.4123272098024936
SOX17	-0.41232214513427645
SCGB3A2	-0.4122931324214101
SH3BGRL3	-0.4122606370486717
PHF2	-0.41225505586867606
PARD6A	-0.41203830669552527
TRIM35	-0.41202828399451413
XPNPEP2	-0.41198717946375846
CYP2C8	-0.4117277481555677
DUSP28	-0.4115479465220488
MAPK8IP3	-0.4115368561028414
RIPPLY2	-0.4114676035059978
BMPR1B	-0.411451693902716
PPP2R1B	-0.41140071266219547
STEAP3	-0.4113189779297709
GLIPR1L1	-0.4109945943100523
PIGB	-0.41059874516190226
SLC38A1	-0.4104087802807983
ABI2	-0.4103512222309685
ADIPOQ	-0.41032225731724864
EPHB4	-0.41030285744748946
EIF5A	-0.41028064247079243
UPP1	-0.410153953925632
TCP11L1	-0.41006045855826123
NDUFV1	-0.410026894832977
FNBP4	-0.41001192544659704
IGSF3	-0.4099914010313796
OR6C68	-0.40998869778681113
RAB3IP	-0.40995236266976337
HOXB13	-0.4099388035441038
RIF1	-0.4098900436362225
CTNNB1	-0.40981183871018056
CDC42SE1	-0.4097835047457469
METTL9	-0.4097425819622871
RCN3	-0.409711129582106
ZFP64	-0.4096839554970245
NPFFR2	-0.4096300543168889
ZDHHC23	-0.40962653216860434
RRN3	-0.40958326991008437
ALDH6A1	-0.409521269145336
RUSC2	-0.40944153027888386
DUSP9	-0.4093387709019251
SLFN14	-0.4093376458811303
ELOVL4	-0.4092706486530391
NEB	-0.40923285104824025
PRKCQ	-0.40919561776932856
ARL3	-0.4090083247485047
UBE2L3	-0.40894336168333134
SETBP1	-0.40893511846030034
SLC33A1	-0.4089070783571642
ZNF496	-0.40869670406261455
SNTG2	-0.408482816568185
GPRIN2	-0.40847732714208984
MKNK1	-0.40837825522868865
ATP6V0E1	-0.40837684996420026
PCDHB12	-0.40830201935382143
TTC37	-0.4082643276421037
RHBDF2	-0.40820736061460866
ATF7	-0.4080841011489385
CKAP2L	-0.4080834130606162
GAS1	-0.40808037976575895
DSG4	-0.4080705658081622
VAC14	-0.40805860948644174
CD7	-0.40802380689422973
OR10X1	-0.40796757574194575
ELP2	-0.4079549719160378
MYOT	-0.40786401687905477
ATP2B3	-0.4076778744659602
ALLC	-0.4075786575841952
FZD6	-0.4074795567670639
SOD2	-0.40734088731343154
GUCA2A	-0.40733923536154915
EDF1	-0.4073283757006311
KLHL13	-0.4073215164279186
SERPINA7	-0.40705832665643327
SRP54	-0.4070161119422793
GAS2L1	-0.4069958517908248
SS18L1	-0.4068506046260647
CSNK1A1	-0.4068394871875092
NKX2-6	-0.4067827574558825
ODF2L	-0.4067294787800291
AGA	-0.4067276886552458
POLR2L	-0.4067113239229106
C19orf67	-0.4066918966272177
FOXJ3	-0.40668170063495085
GPHA2	-0.4066750029017309
DFFB	-0.40664083499502335
MTMR7	-0.4066029335136372
KRT28	-0.406590788937134
IKZF3	-0.40648552271490007
MEGF6	-0.40646391223555123
PAX8	-0.40645792129223396
DNAJB14	-0.40642164285025
UBP1	-0.4063565619122519
CYB5R2	-0.4062834045092574
CRYZ	-0.4060275903510021
ARF5	-0.4060270270192522
SLC5A5	-0.40587240888232956
RILP	-0.4058610621078642
ZFP1	-0.40580200771887004
LSM14B	-0.4057561842747187
PIGY	-0.40575522085127264
SEPSECS	-0.4056739679531447
ENTPD8	-0.40560122861892073
MRGPRE	-0.4055940573535105
DARS1	-0.40546393893411564
PYGB	-0.4053434637474399
LGI1	-0.405301436319995
IGSF5	-0.405260819124482
HGD	-0.40519813240771624
GRB14	-0.4051518603928422
CA5B	-0.40509486027040054
ALPK1	-0.4050621339362897
DHX36	-0.4049882889335147
FUT2	-0.4049836537900824
OR6C6	-0.4048423575164509
ZDHHC13	-0.4047891019180636
STT3B	-0.4047331415082459
